"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","0"
"Electricity","3"
"Kerosene","9"
"LP Gas","36"
"Not stated","3"
"Others","2"
"Wood/Firewood","3822"
"Total","3876"
