"Population by Five Years Age Group","Number"
"0-4",""
"Female","913"
"Male","976"
"10-14",""
"Female","1157"
"Male","1165"
"15-19",""
"Female","1034"
"Male","1006"
"20-24",""
"Female","872"
"Male","599"
"25-29",""
"Female","697"
"Male","426"
"30-34",""
"Female","579"
"Male","454"
"35-39",""
"Female","598"
"Male","464"
"40-44",""
"Female","515"
"Male","475"
"45-49",""
"Female","513"
"Male","446"
"50-54",""
"Female","424"
"Male","418"
"55-59",""
"Female","337"
"Male","332"
"5-9",""
"Female","1164"
"Male","1081"
"60-64",""
"Female","317"
"Male","343"
"65-69",""
"Female","242"
"Male","267"
"70-74",""
"Female","182"
"Male","212"
"75+",""
"Female","286"
"Male","269"
