"Population by Mother tongue","Number"
"Avadhi",""
"Female","10926"
"Male","11448"
"Bhojpuri",""
"Female","314"
"Male","329"
"English",""
"Female","7"
"Male","8"
"Gurung",""
"Female","48"
"Male","40"
"Hindi",""
"Female","59"
"Male","45"
"Limbu",""
"Female","8"
"Male","8"
"Magar",""
"Female","293"
"Male","246"
"Maithili",""
"Female","88"
"Male","91"
"Nepali",""
"Female","10392"
"Male","8763"
"Newar",""
"Female","97"
"Male","94"
"Not Reported",""
"Female","12"
"Male","15"
"Others",""
"Female","24"
"Male","18"
"Tamang",""
"Female","23"
"Male","15"
"Tharu",""
"Female","8447"
"Male","7883"
"Urdu",""
"Female","2628"
"Male","2580"
