"Population by Single Year of Age","Number"
"0",""
"Female","640"
"Male","668"
"1",""
"Female","558"
"Male","585"
"10",""
"Female","1082"
"Male","1175"
"11",""
"Female","750"
"Male","700"
"12",""
"Female","953"
"Male","1057"
"13",""
"Female","741"
"Male","786"
"14",""
"Female","901"
"Male","807"
"15",""
"Female","796"
"Male","822"
"16",""
"Female","870"
"Male","766"
"17",""
"Female","694"
"Male","644"
"18",""
"Female","802"
"Male","889"
"19",""
"Female","507"
"Male","390"
"2",""
"Female","659"
"Male","722"
"20",""
"Female","870"
"Male","679"
"21",""
"Female","458"
"Male","355"
"22",""
"Female","671"
"Male","543"
"23",""
"Female","533"
"Male","358"
"24",""
"Female","571"
"Male","399"
"25",""
"Female","816"
"Male","677"
"26",""
"Female","537"
"Male","451"
"27",""
"Female","457"
"Male","377"
"28",""
"Female","615"
"Male","564"
"29",""
"Female","312"
"Male","246"
"3",""
"Female","749"
"Male","760"
"30",""
"Female","908"
"Male","757"
"31",""
"Female","234"
"Male","177"
"32",""
"Female","507"
"Male","425"
"33",""
"Female","327"
"Male","225"
"34",""
"Female","331"
"Male","224"
"35",""
"Female","850"
"Male","852"
"36",""
"Female","315"
"Male","321"
"37",""
"Female","261"
"Male","187"
"38",""
"Female","452"
"Male","382"
"39",""
"Female","220"
"Male","157"
"4",""
"Female","776"
"Male","810"
"40",""
"Female","803"
"Male","824"
"41",""
"Female","172"
"Male","168"
"42",""
"Female","330"
"Male","339"
"43",""
"Female","240"
"Male","143"
"44",""
"Female","232"
"Male","152"
"45",""
"Female","603"
"Male","722"
"46",""
"Female","191"
"Male","190"
"47",""
"Female","154"
"Male","138"
"48",""
"Female","316"
"Male","274"
"49",""
"Female","117"
"Male","107"
"5",""
"Female","846"
"Male","957"
"50",""
"Female","479"
"Male","567"
"51",""
"Female","109"
"Male","126"
"52",""
"Female","156"
"Male","203"
"53",""
"Female","154"
"Male","115"
"54",""
"Female","128"
"Male","80"
"55",""
"Female","366"
"Male","470"
"56",""
"Female","139"
"Male","162"
"57",""
"Female","130"
"Male","104"
"58",""
"Female","195"
"Male","148"
"59",""
"Female","92"
"Male","85"
"6",""
"Female","825"
"Male","786"
"60",""
"Female","497"
"Male","520"
"61",""
"Female","112"
"Male","103"
"62",""
"Female","133"
"Male","160"
"63",""
"Female","90"
"Male","63"
"64",""
"Female","89"
"Male","72"
"65",""
"Female","354"
"Male","402"
"66",""
"Female","77"
"Male","69"
"67",""
"Female","63"
"Male","73"
"68",""
"Female","146"
"Male","134"
"69",""
"Female","41"
"Male","61"
"7",""
"Female","797"
"Male","855"
"70",""
"Female","281"
"Male","296"
"71",""
"Female","45"
"Male","71"
"72",""
"Female","75"
"Male","93"
"73",""
"Female","41"
"Male","53"
"74",""
"Female","29"
"Male","43"
"75",""
"Female","114"
"Male","154"
"76",""
"Female","21"
"Male","31"
"77",""
"Female","16"
"Male","25"
"78",""
"Female","31"
"Male","54"
"79",""
"Female","8"
"Male","17"
"8",""
"Female","961"
"Male","1054"
"80",""
"Female","55"
"Male","65"
"81",""
"Female","6"
"Male","12"
"82",""
"Female","13"
"Male","13"
"83",""
"Female","7"
"Male","7"
"84",""
"Female","10"
"Male","10"
"85",""
"Female","87"
"Male","65"
"9",""
"Female","686"
"Male","701"
