"Population by Five Years Age Group","Number"
"0-4",""
"Female","3382"
"Male","3545"
"10-14",""
"Female","4427"
"Male","4525"
"15-19",""
"Female","3669"
"Male","3511"
"20-24",""
"Female","3103"
"Male","2334"
"25-29",""
"Female","2737"
"Male","2315"
"30-34",""
"Female","2307"
"Male","1808"
"35-39",""
"Female","2098"
"Male","1899"
"40-44",""
"Female","1777"
"Male","1626"
"45-49",""
"Female","1381"
"Male","1431"
"50-54",""
"Female","1026"
"Male","1091"
"55-59",""
"Female","922"
"Male","969"
"5-9",""
"Female","4115"
"Male","4353"
"60-64",""
"Female","921"
"Male","918"
"65-69",""
"Female","681"
"Male","739"
"70-74",""
"Female","471"
"Male","556"
"75+",""
"Female","368"
"Male","453"
