"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","333"
"Electricity Fuel","0"
"KeroseneFuel","37"
"LP Gas","10"
"Not Sated about Fuel","30"
"OthersFuel","6"
"Wood/FireWood","3575"
"Total","4002"
