"Population by Religion","Number"
"Bahai","8"
"Bon","1588"
"Buddism","30532"
"Christianity","5467"
"Hindu","279661"
"Islam","4157"
"Jainism","1"
"Kirat","35"
"Prakriti","521"
"Sikhism","0"
"Undefined","1318"
"Total","323288"
