"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6639"
"Cow Dung","103"
"Electricity Fuel","112"
"KeroseneFuel","326"
"LP Gas","17475"
"Not Sated about Fuel","436"
"OthersFuel","65"
"Wood/FireWood","53130"
"Total","78286"
