"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","17"
"Electricity Fuel","0"
"KeroseneFuel","22"
"LP Gas","4"
"Not Sated about Fuel","6"
"OthersFuel","1"
"Wood/FireWood","2677"
"Total","2728"
