"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","153"
"Male","115"
"","268"
"Chamling",""
"Female","12"
"Male","9"
"","21"
"Chepang /Praja",""
"Female","8"
"Male","11"
"","19"
"Chhetri",""
"Female","1309"
"Male","1184"
"","2493"
"Damai/Dholi",""
"Female","133"
"Male","106"
"","239"
"Ghale",""
"Female","176"
"Male","160"
"","336"
"Gharti/Bhujel",""
"Female","5"
"Male","8"
"","13"
"Gurung",""
"Female","42"
"Male","23"
"","65"
"Kami",""
"Female","390"
"Male","331"
"","721"
"Kulung",""
"Female","1783"
"Male","1708"
"","3491"
"Lhomi",""
"Female","9"
"Male","4"
"","13"
"Limbu",""
"Female","27"
"Male","17"
"","44"
"Magar",""
"Female","71"
"Male","62"
"","133"
"Mewahang Bala",""
"Female","226"
"Male","211"
"","437"
"Nachhiring",""
"Female","574"
"Male","520"
"","1094"
"Newar",""
"Female","74"
"Male","73"
"","147"
"Others",""
"Female","34"
"Male","38"
"","72"
"Rai",""
"Female","460"
"Male","423"
"","883"
"Samgpang",""
"Female","35"
"Male","38"
"","73"
"Sanyasi/Dasnami",""
"Female","208"
"Male","191"
"","399"
"Sarki",""
"Female","27"
"Male","23"
"","50"
"Sherpa",""
"Female","281"
"Male","245"
"","526"
"Sunuwar",""
"Female","12"
"Male","15"
"","27"
"Tamang",""
"Female","514"
"Male","509"
"","1023"
"Thulung",""
"Female","70"
"Male","70"
"","140"
"Yakkha",""
"Female","134"
"Male","101"
"","235"
"Yamphu",""
"Female","79"
"Male","70"
"","149"
