"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","6070"
"Male","5679"
"Bhujel",""
"Female","30"
"Male","28"
"Darai",""
"Female","8"
"Male","4"
"Doteli",""
"Female","14"
"Male","17"
"Ghale",""
"Female","7"
"Male","5"
"Gurung",""
"Female","1218"
"Male","898"
"Hindi",""
"Female","34"
"Male","53"
"Magar",""
"Female","1944"
"Male","1624"
"Maithili",""
"Female","406"
"Male","382"
"Nepali",""
"Female","19398"
"Male","15898"
"Newar",""
"Female","216"
"Male","198"
"Others",""
"Female","22"
"Male","16"
"Rai",""
"Female","17"
"Male","14"
"Sherpa",""
"Female","22"
"Male","20"
"Sign Language",""
"Female","9"
"Male","8"
"Tamang",""
"Female","165"
"Male","133"
"Thakali",""
"Female","8"
"Male","7"
"Tharu",""
"Female","617"
"Male","601"
