"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1220"
"Cow Dung","13"
"Electricity Fuel","27"
"KeroseneFuel","61"
"LP Gas","3908"
"Not Sated about Fuel","74"
"OthersFuel","21"
"Wood/FireWood","8780"
"Total","14104"
