"Population by Religion","Number"
"Bahai","0"
"Bon","5"
"Buddism","6203"
"Christianity","1595"
"Hindu","54262"
"Islam","322"
"Jainism","0"
"Kirat","1"
"Prakriti","99"
"Sikhism","0"
"Undefined","96"
"Total","62583"
