"Population by Mother tongue","Number"
"Ghale",""
"Female","38"
"Male","32"
"Gurung",""
"Female","26"
"Male","27"
"Hyolmo/Yholmo",""
"Female","37"
"Male","35"
"Magar",""
"Female","29"
"Male","31"
"Maithili",""
"Female","12"
"Male","33"
"Nepali",""
"Female","307"
"Male","439"
"Newar",""
"Female","85"
"Male","108"
"Not Reported",""
"Female","5"
"Male","6"
"Others",""
"Female","20"
"Male","27"
"Sherpa",""
"Female","130"
"Male","120"
"Sign Language",""
"Female","4"
"Male","7"
"Tamang",""
"Female","2397"
"Male","2478"
"Tibetan",""
"Female","356"
"Male","354"
