"Population by Mother tongue","Number"
"Bajjika",""
"Female","3147"
"Male","3240"
"Bhojpuri",""
"Female","80"
"Male","111"
"Bhujel",""
"Female","13"
"Male","10"
"Danuwar",""
"Female","11"
"Male","6"
"Hayu/Vayu",""
"Female","17"
"Male","8"
"Hindi",""
"Female","63"
"Male","122"
"Limbu",""
"Female","19"
"Male","21"
"Magar",""
"Female","998"
"Male","980"
"Maithili",""
"Female","2997"
"Male","3032"
"Majhi",""
"Female","27"
"Male","30"
"Nepali",""
"Female","13718"
"Male","12221"
"Newar",""
"Female","457"
"Male","470"
"Not Reported",""
"Female","99"
"Male","86"
"Others",""
"Female","35"
"Male","34"
"Rai",""
"Female","38"
"Male","35"
"Sherpa",""
"Female","16"
"Male","17"
"Sunuwar",""
"Female","77"
"Male","81"
"Tamang",""
"Female","7113"
"Male","6699"
"Thami",""
"Female","68"
"Male","59"
"Tharu",""
"Female","1414"
"Male","1331"
"Urdu",""
"Female","193"
"Male","202"
