"Population by Five Years Age Group","Number"
"0-4",""
"Female","2649"
"Male","2731"
"10-14",""
"Female","4118"
"Male","4351"
"15-19",""
"Female","3518"
"Male","3373"
"20-24",""
"Female","2832"
"Male","2079"
"25-29",""
"Female","2539"
"Male","1849"
"30-34",""
"Female","2049"
"Male","1666"
"35-39",""
"Female","2014"
"Male","1713"
"40-44",""
"Female","1623"
"Male","1639"
"45-49",""
"Female","1418"
"Male","1365"
"50-54",""
"Female","1156"
"Male","1300"
"55-59",""
"Female","838"
"Male","908"
"5-9",""
"Female","3457"
"Male","3711"
"60-64",""
"Female","891"
"Male","869"
"65-69",""
"Female","574"
"Male","562"
"70-74",""
"Female","407"
"Male","406"
"75+",""
"Female","545"
"Male","478"
