"Population by Five Years Age Group","Number"
"0-4",""
"Female","3322"
"Male","3882"
"10-14",""
"Female","6230"
"Male","6518"
"15-19",""
"Female","6141"
"Male","5880"
"20-24",""
"Female","5716"
"Male","4102"
"25-29",""
"Female","5308"
"Male","3435"
"30-34",""
"Female","4624"
"Male","3072"
"35-39",""
"Female","3731"
"Male","2972"
"40-44",""
"Female","3014"
"Male","2568"
"45-49",""
"Female","2305"
"Male","2124"
"50-54",""
"Female","2117"
"Male","1924"
"55-59",""
"Female","1664"
"Male","1478"
"5-9",""
"Female","4777"
"Male","5358"
"60-64",""
"Female","1433"
"Male","1332"
"65-69",""
"Female","1015"
"Male","1061"
"70-74",""
"Female","771"
"Male","745"
"75+",""
"Female","898"
"Male","921"
