"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","249"
"Christianity","0"
"Hindu","23831"
"Islam","2310"
"Jainism","0"
"Kirat","5"
"Prakriti","78"
"Sikhism","0"
"Undefined","23"
"Total","26496"
