"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","458"
"Electricity Fuel","0"
"KeroseneFuel","29"
"LP Gas","5"
"Not Sated about Fuel","36"
"OthersFuel","3"
"Wood/FireWood","3641"
"Total","4173"
