"Population by Five Years Age Group","Number"
"0-4",""
"Female","1468"
"Male","1671"
"10-14",""
"Female","2969"
"Male","2888"
"15-19",""
"Female","2982"
"Male","2861"
"20-24",""
"Female","2750"
"Male","2077"
"25-29",""
"Female","2057"
"Male","1656"
"30-34",""
"Female","1847"
"Male","1411"
"35-39",""
"Female","1790"
"Male","1406"
"40-44",""
"Female","1563"
"Male","1267"
"45-49",""
"Female","1354"
"Male","1111"
"50-54",""
"Female","1117"
"Male","976"
"55-59",""
"Female","793"
"Male","791"
"5-9",""
"Female","2057"
"Male","2167"
"60-64",""
"Female","753"
"Male","667"
"65-69",""
"Female","574"
"Male","588"
"70-74",""
"Female","402"
"Male","403"
"75+",""
"Female","588"
"Male","545"
