"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","126"
"Cow Dung","5"
"Electricity","4"
"Kerosene","80"
"LP Gas","2569"
"Not stated","72"
"Others","5"
"Wood/Firewood","7335"
"Total","10196"
