"Population by Caste Ethinicity","Number"
"Badi",""
"Female","42"
"Male","36"
"","78"
"Brahman - Hill",""
"Female","2023"
"Male","1926"
"","3949"
"Chhetri",""
"Female","11500"
"Male","10673"
"","22173"
"Dalit Others",""
"Female","34"
"Male","25"
"","59"
"Damai/Dholi",""
"Female","578"
"Male","504"
"","1082"
"Gurung",""
"Female","13"
"Male","14"
"","27"
"Kami",""
"Female","1473"
"Male","1239"
"","2712"
"Lohar",""
"Female","260"
"Male","278"
"","538"
"Magar",""
"Female","776"
"Male","734"
"","1510"
"Musalman",""
"Female","7"
"Male","6"
"","13"
"Newar",""
"Female","4"
"Male","7"
"","11"
"Others",""
"Female","20"
"Male","12"
"","32"
"Raute",""
"Female","129"
"Male","140"
"","269"
"Sanyasi/Dasnami",""
"Female","546"
"Male","474"
"","1020"
"Sarki",""
"Female","456"
"Male","478"
"","934"
"Terai Others",""
"Female","6"
"Male","9"
"","15"
"Thakuri",""
"Female","312"
"Male","234"
"","546"
"Tharu",""
"Female","10"
"Male","5"
"","15"
