"Population by Mother tongue","Number"
"Gurung",""
"Female","22"
"Male","20"
"Jirel",""
"Female","238"
"Male","226"
"Magar",""
"Female","27"
"Male","26"
"Maithili",""
"Female","13"
"Male","16"
"Nepali",""
"Female","5420"
"Male","4962"
"Newar",""
"Female","148"
"Male","133"
"Not Reported",""
"Female","12"
"Male","8"
"Others",""
"Female","10"
"Male","3"
"Sherpa",""
"Female","1703"
"Male","1573"
"Surel",""
"Female","55"
"Male","57"
"Tamang",""
"Female","1226"
"Male","1121"
"Thami",""
"Female","19"
"Male","24"
