"Population by Mother tongue","Number"
"Gurung",""
"Female","328"
"Male","300"
"","628"
"Kham",""
"Female","106"
"Male","94"
"","200"
"Magar",""
"Female","2096"
"Male","1896"
"","3992"
"Maithili",""
"Female","24"
"Male","57"
"","81"
"Nepali",""
"Female","131921"
"Male","123439"
"","255360"
"Newar",""
"Female","5"
"Male","6"
"","11"
"Not Reported",""
"Female","33"
"Male","20"
"","53"
"Others",""
"Female","101"
"Male","128"
"","229"
"Tamang",""
"Female","109"
"Male","125"
"","234"
"Tharu",""
"Female","5"
"Male","8"
"","13"
"Urdu",""
"Female","26"
"Male","28"
"","54"
