"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","122"
"Cow Dung","72"
"Electricity Fuel","2"
"KeroseneFuel","60"
"LP Gas","750"
"Not Sated about Fuel","335"
"OthersFuel","51"
"Wood/FireWood","47523"
"Total","48915"
