"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","1101"
"Male","1072"
"Chhetri",""
"Female","214"
"Male","216"
"Damai/Dholi",""
"Female","76"
"Male","74"
"Gharti/Bhujel",""
"Female","20"
"Male","17"
"Gurung",""
"Female","1702"
"Male","1460"
"Kami",""
"Female","116"
"Male","100"
"Kewat",""
"Female","6"
"Male","10"
"Limbu",""
"Female","1018"
"Male","889"
"Magar",""
"Female","257"
"Male","244"
"Newar",""
"Female","21"
"Male","24"
"Others",""
"Female","21"
"Male","26"
"Rai",""
"Female","3153"
"Male","3108"
"Sherpa",""
"Female","334"
"Male","344"
"Sunuwar",""
"Female","144"
"Male","119"
"Tamang",""
"Female","84"
"Male","78"
"Undefined Others",""
"Female","8"
"Male","9"
