"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","10"
"Cow Dung","6"
"Electricity","0"
"Kerosene","16"
"LP Gas","24"
"Not stated","10"
"Others","0"
"Wood/Firewood","3577"
"Total","3643"
