"Population by Five Years Age Group","Number"
"0-4",""
"Female","514"
"Male","543"
"10-14",""
"Female","879"
"Male","892"
"15-19",""
"Female","993"
"Male","962"
"20-24",""
"Female","890"
"Male","607"
"25-29",""
"Female","740"
"Male","554"
"30-34",""
"Female","578"
"Male","442"
"35-39",""
"Female","547"
"Male","417"
"40-44",""
"Female","484"
"Male","453"
"45-49",""
"Female","450"
"Male","415"
"50-54",""
"Female","433"
"Male","472"
"55-59",""
"Female","328"
"Male","379"
"5-9",""
"Female","753"
"Male","800"
"60-64",""
"Female","255"
"Male","295"
"65-69",""
"Female","179"
"Male","221"
"70-74",""
"Female","96"
"Male","133"
"75+",""
"Female","156"
"Male","205"
