"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","505"
"Male","423"
"","928"
"Chhetri",""
"Female","539"
"Male","411"
"","950"
"Damai/Dholi",""
"Female","361"
"Male","306"
"","667"
"Darai",""
"Female","175"
"Male","131"
"","306"
"Gharti/Bhujel",""
"Female","79"
"Male","83"
"","162"
"Gurung",""
"Female","63"
"Male","52"
"","115"
"Kami",""
"Female","702"
"Male","514"
"","1216"
"Magar",""
"Female","5564"
"Male","4476"
"","10040"
"Musalman",""
"Female","12"
"Male","11"
"","23"
"Newar",""
"Female","306"
"Male","257"
"","563"
"Others",""
"Female","19"
"Male","22"
"","41"
"Sarki",""
"Female","306"
"Male","218"
"","524"
"Thakuri",""
"Female","106"
"Male","77"
"","183"
"Tharu",""
"Female","7"
"Male","9"
"","16"
