"Population by Five Years Age Group","Number"
"0-4",""
"Female","358"
"Male","390"
"10-14",""
"Female","666"
"Male","665"
"15-19",""
"Female","593"
"Male","519"
"20-24",""
"Female","428"
"Male","358"
"25-29",""
"Female","382"
"Male","355"
"30-34",""
"Female","312"
"Male","265"
"35-39",""
"Female","314"
"Male","268"
"40-44",""
"Female","302"
"Male","287"
"45-49",""
"Female","240"
"Male","227"
"50-54",""
"Female","196"
"Male","206"
"55-59",""
"Female","158"
"Male","179"
"5-9",""
"Female","506"
"Male","520"
"60-64",""
"Female","108"
"Male","124"
"65-69",""
"Female","101"
"Male","116"
"70-74",""
"Female","83"
"Male","73"
"75+",""
"Female","123"
"Male","104"
