"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","2369"
"Male","2173"
"Brahmu/ Baramo",""
"Female","58"
"Male","45"
"Chhetri",""
"Female","294"
"Male","294"
"Damai/Dholi",""
"Female","53"
"Male","52"
"Ghale",""
"Female","6"
"Male","5"
"Kami",""
"Female","38"
"Male","36"
"Magar",""
"Female","9"
"Male","6"
"Newar",""
"Female","14"
"Male","21"
"Others",""
"Female","23"
"Male","22"
"Pahari",""
"Female","6"
"Male","6"
"Sunuwar",""
"Female","19"
"Male","23"
"Tamang",""
"Female","1981"
"Male","1900"
