"Population by Single Year of Age","Number"
"0",""
"Female","68"
"Male","77"
"1",""
"Female","70"
"Male","69"
"10",""
"Female","128"
"Male","138"
"11",""
"Female","109"
"Male","116"
"12",""
"Female","146"
"Male","158"
"13",""
"Female","132"
"Male","124"
"14",""
"Female","151"
"Male","129"
"15",""
"Female","149"
"Male","119"
"16",""
"Female","104"
"Male","122"
"17",""
"Female","128"
"Male","119"
"18",""
"Female","117"
"Male","99"
"19",""
"Female","95"
"Male","60"
"2",""
"Female","62"
"Male","72"
"20",""
"Female","104"
"Male","92"
"21",""
"Female","71"
"Male","50"
"22",""
"Female","96"
"Male","82"
"23",""
"Female","72"
"Male","63"
"24",""
"Female","85"
"Male","71"
"25",""
"Female","92"
"Male","83"
"26",""
"Female","71"
"Male","86"
"27",""
"Female","78"
"Male","61"
"28",""
"Female","90"
"Male","80"
"29",""
"Female","51"
"Male","45"
"3",""
"Female","69"
"Male","86"
"30",""
"Female","99"
"Male","70"
"31",""
"Female","42"
"Male","51"
"32",""
"Female","71"
"Male","56"
"33",""
"Female","53"
"Male","49"
"34",""
"Female","47"
"Male","39"
"35",""
"Female","100"
"Male","85"
"36",""
"Female","57"
"Male","49"
"37",""
"Female","59"
"Male","39"
"38",""
"Female","52"
"Male","57"
"39",""
"Female","46"
"Male","38"
"4",""
"Female","89"
"Male","86"
"40",""
"Female","109"
"Male","88"
"41",""
"Female","46"
"Male","40"
"42",""
"Female","52"
"Male","61"
"43",""
"Female","44"
"Male","40"
"44",""
"Female","51"
"Male","58"
"45",""
"Female","90"
"Male","64"
"46",""
"Female","36"
"Male","38"
"47",""
"Female","36"
"Male","36"
"48",""
"Female","33"
"Male","48"
"49",""
"Female","45"
"Male","41"
"5",""
"Female","94"
"Male","98"
"50",""
"Female","60"
"Male","72"
"51",""
"Female","39"
"Male","22"
"52",""
"Female","44"
"Male","40"
"53",""
"Female","26"
"Male","36"
"54",""
"Female","27"
"Male","36"
"55",""
"Female","48"
"Male","43"
"56",""
"Female","24"
"Male","35"
"57",""
"Female","30"
"Male","49"
"58",""
"Female","34"
"Male","23"
"59",""
"Female","22"
"Male","29"
"6",""
"Female","104"
"Male","78"
"60",""
"Female","39"
"Male","49"
"61",""
"Female","20"
"Male","23"
"62",""
"Female","25"
"Male","29"
"63",""
"Female","14"
"Male","12"
"64",""
"Female","10"
"Male","11"
"65",""
"Female","25"
"Male","37"
"66",""
"Female","20"
"Male","14"
"67",""
"Female","20"
"Male","29"
"68",""
"Female","25"
"Male","18"
"69",""
"Female","11"
"Male","18"
"7",""
"Female","108"
"Male","112"
"70",""
"Female","35"
"Male","26"
"71",""
"Female","14"
"Male","6"
"72",""
"Female","13"
"Male","16"
"73",""
"Female","9"
"Male","16"
"74",""
"Female","12"
"Male","9"
"75",""
"Female","17"
"Male","13"
"76",""
"Female","9"
"Male","7"
"77",""
"Female","13"
"Male","6"
"78",""
"Female","12"
"Male","18"
"79",""
"Female","6"
"Male","7"
"8",""
"Female","97"
"Male","114"
"80",""
"Female","12"
"Male","10"
"81",""
"Female","6"
"Male","5"
"82",""
"Female","5"
"Male","3"
"83",""
"Female","3"
"Male","9"
"84",""
"Female","6"
"Male","3"
"85",""
"Female","34"
"Male","23"
"9",""
"Female","103"
"Male","118"
