"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","8342"
"Christianity","280"
"Hindu","6499"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","3"
"Sikhism","0"
"Undefined","20"
"Total","15144"
