"Population by Mother tongue","Number"
"Achhami",""
"Female","29"
"Male","27"
"","56"
"Baitadeli",""
"Female","345"
"Male","267"
"","612"
"Bajhangi",""
"Female","99"
"Male","77"
"","176"
"Bajureli",""
"Female","12"
"Male","14"
"","26"
"Darchuleli",""
"Female","179"
"Male","158"
"","337"
"Doteli",""
"Female","1425"
"Male","1278"
"","2703"
"Hindi",""
"Female","2"
"Male","10"
"","12"
"Magar",""
"Female","399"
"Male","377"
"","776"
"Maithili",""
"Female","13"
"Male","16"
"","29"
"Nepali",""
"Female","223"
"Male","218"
"","441"
"Not Reported",""
"Female","23"
"Male","23"
"","46"
"Others",""
"Female","22"
"Male","20"
"","42"
"Tharu",""
"Female","8712"
"Male","8601"
"","17313"
