"Population by Caste Ethinicity","Number"
"Badi",""
"Female","40"
"Male","34"
"","74"
"Brahman - Hill",""
"Female","400"
"Male","357"
"","757"
"Chhetri",""
"Female","1185"
"Male","998"
"","2183"
"Dalit Others",""
"Female","145"
"Male","149"
"","294"
"Damai/Dholi",""
"Female","38"
"Male","36"
"","74"
"Hajam/Thakur",""
"Female","7"
"Male","10"
"","17"
"Kami",""
"Female","118"
"Male","104"
"","222"
"Limbu",""
"Female","8"
"Male","4"
"","12"
"Lohar",""
"Female","14"
"Male","12"
"","26"
"Magar",""
"Female","404"
"Male","377"
"","781"
"Others",""
"Female","22"
"Male","20"
"","42"
"Sanyasi/Dasnami",""
"Female","171"
"Male","175"
"","346"
"Sarki",""
"Female","53"
"Male","53"
"","106"
"Terai Others",""
"Female","20"
"Male","18"
"","38"
"Thakuri",""
"Female","121"
"Male","91"
"","212"
"Tharu",""
"Female","8737"
"Male","8648"
"","17385"
