"Population by Caste Ethinicity","Number"
"Badi",""
"Female","56"
"Male","40"
"","96"
"Brahman - Hill",""
"Female","1504"
"Male","1338"
"","2842"
"Chhetri",""
"Female","2789"
"Male","2703"
"","5492"
"Dalit Others",""
"Female","130"
"Male","127"
"","257"
"Damai/Dholi",""
"Female","493"
"Male","407"
"","900"
"Dom",""
"Female","13"
"Male","17"
"","30"
"Gurung",""
"Female","22"
"Male","29"
"","51"
"Kami",""
"Female","1839"
"Male","1839"
"","3678"
"Kumal",""
"Female","9"
"Male","4"
"","13"
"Lohar",""
"Female","35"
"Male","31"
"","66"
"Magar",""
"Female","3094"
"Male","3250"
"","6344"
"Majhi",""
"Female","26"
"Male","15"
"","41"
"Newar",""
"Female","46"
"Male","36"
"","82"
"Others",""
"Female","20"
"Male","24"
"","44"
"Raji",""
"Female","64"
"Male","58"
"","122"
"Sanyasi/Dasnami",""
"Female","128"
"Male","162"
"","290"
"Sarki",""
"Female","287"
"Male","265"
"","552"
"Tamang",""
"Female","9"
"Male","11"
"","20"
"Teli",""
"Female","15"
"Male","5"
"","20"
"Thakuri",""
"Female","507"
"Male","500"
"","1007"
"Tharu",""
"Female","53"
"Male","53"
"","106"
