"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","3"
"LP Gas","1"
"Not Sated about Fuel","23"
"OthersFuel","0"
"Wood/FireWood","3937"
"Total","3969"
