"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","871"
"Male","743"
"","1614"
"Chamling",""
"Female","8"
"Male","7"
"","15"
"Chhetri",""
"Female","2585"
"Male","2257"
"","4842"
"Damai/Dholi",""
"Female","615"
"Male","544"
"","1159"
"Gharti/Bhujel",""
"Female","224"
"Male","224"
"","448"
"Gurung",""
"Female","24"
"Male","25"
"","49"
"Kami",""
"Female","1058"
"Male","970"
"","2028"
"Magar",""
"Female","4710"
"Male","4131"
"","8841"
"Musalman",""
"Female","11"
"Male","10"
"","21"
"Newar",""
"Female","529"
"Male","520"
"","1049"
"Others",""
"Female","20"
"Male","19"
"","39"
"Rai",""
"Female","1616"
"Male","1489"
"","3105"
"Sanyasi/Dasnami",""
"Female","287"
"Male","303"
"","590"
"Sarki",""
"Female","609"
"Male","584"
"","1193"
"Sherpa",""
"Female","30"
"Male","20"
"","50"
"Sunuwar",""
"Female","70"
"Male","83"
"","153"
"Tamang",""
"Female","2850"
"Male","2481"
"","5331"
"Thakuri",""
"Female","53"
"Male","30"
"","83"
"Tharu",""
"Female","8"
"Male","7"
"","15"
"Undefined Others",""
"Female","46"
"Male","37"
"","83"
"Yadav",""
"Female","6"
"Male","17"
"","23"
