"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","138"
"Electricity Fuel","2"
"KeroseneFuel","49"
"LP Gas","22"
"Not Sated about Fuel","8"
"OthersFuel","0"
"Wood/FireWood","5949"
"Total","6179"
