"Population by Five Years Age Group","Number"
"0-4",""
"Female","1041"
"Male","1051"
"10-14",""
"Female","1690"
"Male","1643"
"15-19",""
"Female","1484"
"Male","1346"
"20-24",""
"Female","1152"
"Male","1227"
"25-29",""
"Female","950"
"Male","1499"
"30-34",""
"Female","790"
"Male","830"
"35-39",""
"Female","719"
"Male","673"
"40-44",""
"Female","613"
"Male","679"
"45-49",""
"Female","548"
"Male","521"
"50-54",""
"Female","480"
"Male","521"
"55-59",""
"Female","381"
"Male","425"
"5-9",""
"Female","1360"
"Male","1404"
"60-64",""
"Female","310"
"Male","311"
"65-69",""
"Female","240"
"Male","268"
"70-74",""
"Female","176"
"Male","150"
"75+",""
"Female","249"
"Male","229"
