"Population by Caste Ethinicity","Number"
"Badi",""
"Female","83"
"Male","97"
"","180"
"Brahman - Hill",""
"Female","360"
"Male","312"
"","672"
"Chhetri",""
"Female","6703"
"Male","5555"
"","12258"
"Dalit Others",""
"Female","30"
"Male","20"
"","50"
"Damai/Dholi",""
"Female","889"
"Male","736"
"","1625"
"Kami",""
"Female","1229"
"Male","1022"
"","2251"
"Kumal",""
"Female","137"
"Male","100"
"","237"
"Lohar",""
"Female","93"
"Male","71"
"","164"
"Others",""
"Female","18"
"Male","14"
"","32"
"Sanyasi/Dasnami",""
"Female","48"
"Male","35"
"","83"
"Sarki",""
"Female","288"
"Male","244"
"","532"
"Thakuri",""
"Female","809"
"Male","647"
"","1456"
"Yadav",""
"Female","5"
"Male","6"
"","11"
