"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","6568"
"Christianity","366"
"Hindu","13420"
"Islam","6"
"Jainism","0"
"Kirat","0"
"Prakriti","8"
"Sikhism","0"
"Undefined","29"
"Total","20397"
