"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","12"
"Male","16"
"Brahman - Hill",""
"Female","7"
"Male","15"
"Chhetri",""
"Female","60"
"Male","63"
"Damai/Dholi",""
"Female","22"
"Male","22"
"Hajam/Thakur",""
"Female","39"
"Male","24"
"Kalar",""
"Female","161"
"Male","158"
"Kami",""
"Female","190"
"Male","186"
"Kulung",""
"Female","4642"
"Male","4469"
"Magar",""
"Female","0"
"Male","13"
"Nachhiring",""
"Female","330"
"Male","323"
"Others",""
"Female","20"
"Male","24"
"Sarki",""
"Female","8"
"Male","9"
"Sherpa",""
"Female","334"
"Male","289"
"Yamphu",""
"Female","8"
"Male","8"
