"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","11"
"Male","14"
"Brahman - Hill",""
"Female","634"
"Male","576"
"Chhetri",""
"Female","1636"
"Male","1534"
"Damai/Dholi",""
"Female","402"
"Male","354"
"Gurung",""
"Female","244"
"Male","221"
"Kami",""
"Female","1676"
"Male","1592"
"Magar",""
"Female","4245"
"Male","4041"
"Musalman",""
"Female","8"
"Male","7"
"Others",""
"Female","7"
"Male","16"
"Sanyasi/Dasnami",""
"Female","135"
"Male","148"
"Sarki",""
"Female","209"
"Male","204"
"Thakuri",""
"Female","1550"
"Male","1338"
