"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","335"
"Cow Dung","3998"
"Electricity Fuel","2"
"KeroseneFuel","131"
"LP Gas","456"
"Not Sated about Fuel","29"
"OthersFuel","92"
"Wood/FireWood","2877"
"Total","7920"
