"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","256"
"Christianity","335"
"Hindu","31628"
"Islam","259"
"Jainism","8"
"Kirat","46"
"Prakriti","131"
"Sikhism","0"
"Undefined","53"
"Total","32717"
