"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","70"
"Electricity Fuel","0"
"KeroseneFuel","39"
"LP Gas","3"
"Not Sated about Fuel","32"
"OthersFuel","76"
"Wood/FireWood","3896"
"Total","4117"
