"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","2"
"Electricity","0"
"Kerosene","6"
"LP Gas","4"
"Not stated","8"
"Others","0"
"Wood/Firewood","2772"
"Total","2793"
