"Population by Mother tongue","Number"
"Bahing",""
"Female","38"
"Male","28"
"Chamling",""
"Female","197"
"Male","188"
"Dumi",""
"Female","38"
"Male","30"
"Gurung",""
"Female","101"
"Male","75"
"Khaling",""
"Female","209"
"Male","181"
"Kulung",""
"Female","19"
"Male","26"
"Magar",""
"Female","935"
"Male","826"
"Maithili",""
"Female","6"
"Male","14"
"Majhi",""
"Female","220"
"Male","196"
"Nachhiring",""
"Female","22"
"Male","21"
"Nepali",""
"Female","4563"
"Male","3827"
"Newar",""
"Female","324"
"Male","319"
"Others",""
"Female","23"
"Male","29"
"Rai",""
"Female","10"
"Male","12"
"Sampang",""
"Female","21"
"Male","20"
"Sherpa",""
"Female","40"
"Male","26"
"Sunuwar",""
"Female","15"
"Male","18"
"Tamang",""
"Female","154"
"Male","135"
"Thulung",""
"Female","256"
"Male","207"
