"Population by Five Years Age Group","Number"
"0-4",""
"Female","1554"
"Male","1637"
"10-14",""
"Female","1408"
"Male","1584"
"15-19",""
"Female","859"
"Male","1237"
"20-24",""
"Female","887"
"Male","936"
"25-29",""
"Female","956"
"Male","952"
"30-34",""
"Female","822"
"Male","809"
"35-39",""
"Female","667"
"Male","751"
"40-44",""
"Female","535"
"Male","635"
"45-49",""
"Female","382"
"Male","444"
"50-54",""
"Female","360"
"Male","344"
"55-59",""
"Female","302"
"Male","295"
"5-9",""
"Female","1759"
"Male","2066"
"60-64",""
"Female","296"
"Male","329"
"65-69",""
"Female","239"
"Male","236"
"70-74",""
"Female","136"
"Male","203"
"75+",""
"Female","76"
"Male","118"
