"Population by Caste Ethinicity","Number"
"Badi",""
"Female","59"
"Male","72"
"","131"
"Brahman - Hill",""
"Female","673"
"Male","581"
"","1254"
"Chamar/ Harijan/ Ram",""
"Female","13"
"Male","8"
"","21"
"Chhetri",""
"Female","3254"
"Male","2778"
"","6032"
"Damai/Dholi",""
"Female","278"
"Male","230"
"","508"
"Gharti/Bhujel",""
"Female","157"
"Male","152"
"","309"
"Gurung",""
"Female","21"
"Male","19"
"","40"
"Kami",""
"Female","217"
"Male","195"
"","412"
"Magar",""
"Female","616"
"Male","528"
"","1144"
"Majhi",""
"Female","43"
"Male","41"
"","84"
"Newar",""
"Female","579"
"Male","506"
"","1085"
"Others",""
"Female","13"
"Male","27"
"","40"
"Rai",""
"Female","27"
"Male","16"
"","43"
"Sanyasi/Dasnami",""
"Female","130"
"Male","106"
"","236"
"Sarki",""
"Female","432"
"Male","370"
"","802"
"Sherpa",""
"Female","154"
"Male","160"
"","314"
"Sunuwar",""
"Female","175"
"Male","146"
"","321"
"Tamang",""
"Female","686"
"Male","587"
"","1273"
