"Population by Mother tongue","Number"
"Magar",""
"Female","364"
"Male","301"
"","665"
"Maithili",""
"Female","3"
"Male","22"
"","25"
"Nepali",""
"Female","6092"
"Male","5284"
"","11376"
"Newar",""
"Female","63"
"Male","34"
"","97"
"Not Reported",""
"Female","9"
"Male","9"
"","18"
"Others",""
"Female","2"
"Male","4"
"","6"
"Rai",""
"Female","11"
"Male","6"
"","17"
"Sherpa",""
"Female","154"
"Male","160"
"","314"
"Sunuwar",""
"Female","170"
"Male","139"
"","309"
"Tamang",""
"Female","659"
"Male","563"
"","1222"
