"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","8"
"Cow Dung","2"
"Electricity","26"
"Kerosene","2"
"LP Gas","45"
"Not stated","18"
"Others","0"
"Wood/Firewood","2967"
"Total","3068"
