"Population by Five Years Age Group","Number"
"0-4",""
"Female","1009"
"Male","1038"
"10-14",""
"Female","1196"
"Male","1126"
"15-19",""
"Female","986"
"Male","634"
"20-24",""
"Female","772"
"Male","317"
"25-29",""
"Female","668"
"Male","309"
"30-34",""
"Female","495"
"Male","250"
"35-39",""
"Female","444"
"Male","258"
"40-44",""
"Female","383"
"Male","276"
"45-49",""
"Female","327"
"Male","242"
"50-54",""
"Female","318"
"Male","240"
"55-59",""
"Female","229"
"Male","212"
"5-9",""
"Female","1124"
"Male","1155"
"60-64",""
"Female","205"
"Male","199"
"65-69",""
"Female","124"
"Male","151"
"70-74",""
"Female","111"
"Male","82"
"75+",""
"Female","90"
"Male","88"
