"Population by Mother tongue","Number"
"Angika",""
"Female","56"
"Male","44"
"","100"
"Avadhi",""
"Female","14"
"Male","14"
"","28"
"Bahing",""
"Female","6"
"Male","14"
"","20"
"Bangla",""
"Female","776"
"Male","900"
"","1676"
"Bantawa",""
"Female","77"
"Male","82"
"","159"
"Bhojpuri",""
"Female","2030"
"Male","2220"
"","4250"
"Bhujel",""
"Female","200"
"Male","202"
"","402"
"Chamling",""
"Female","53"
"Male","41"
"","94"
"Danuwar",""
"Female","10"
"Male","14"
"","24"
"Dhimal",""
"Female","26"
"Male","21"
"","47"
"Doteli",""
"Female","21"
"Male","18"
"","39"
"Ganagai",""
"Female","13"
"Male","9"
"","22"
"Gurung",""
"Female","365"
"Male","354"
"","719"
"Hindi",""
"Female","1883"
"Male","2126"
"","4009"
"Limbu",""
"Female","306"
"Male","278"
"","584"
"Magahi",""
"Female","630"
"Male","654"
"","1284"
"Magar",""
"Female","380"
"Male","334"
"","714"
"Maithili",""
"Female","40149"
"Male","44494"
"","84643"
"Majhi",""
"Female","15"
"Male","14"
"","29"
"Nepali",""
"Female","42372"
"Male","39859"
"","82231"
"Newar",""
"Female","1723"
"Male","1633"
"","3356"
"Not Reported",""
"Female","272"
"Male","280"
"","552"
"Oriya",""
"Female","10"
"Male","9"
"","19"
"Others",""
"Female","187"
"Male","192"
"","379"
"Punjabi",""
"Female","11"
"Male","12"
"","23"
"Rai",""
"Female","498"
"Male","459"
"","957"
"Rajbanshi",""
"Female","2173"
"Male","2311"
"","4484"
"Rajsthani",""
"Female","2546"
"Male","2733"
"","5279"
"Sampang",""
"Female","23"
"Male","13"
"","36"
"Santhali",""
"Female","72"
"Male","71"
"","143"
"Sherpa",""
"Female","29"
"Male","37"
"","66"
"Sign Language",""
"Female","20"
"Male","24"
"","44"
"Sunuwar",""
"Female","113"
"Male","112"
"","225"
"Tajpuriya",""
"Female","19"
"Male","36"
"","55"
"Tamang",""
"Female","539"
"Male","448"
"","987"
"Thami",""
"Female","10"
"Male","6"
"","16"
"Tharu",""
"Female","2421"
"Male","2622"
"","5043"
"Thulung",""
"Female","15"
"Male","15"
"","30"
"Uranw/Urau",""
"Female","243"
"Male","273"
"","516"
"Urdu",""
"Female","5480"
"Male","5797"
"","11277"
"Yakkha",""
"Female","50"
"Male","52"
"","102"
