"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","2425"
"Christianity","983"
"Hindu","194191"
"Islam","18010"
"Jainism","764"
"Kirat","1522"
"Prakriti","110"
"Sikhism","14"
"Undefined","506"
"Total","218526"
