"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","28"
"Male","41"
"Gurung",""
"Female","440"
"Male","306"
"Kumal",""
"Female","40"
"Male","30"
"Magar",""
"Female","6950"
"Male","4954"
"Maithili",""
"Female","19"
"Male","21"
"Nepali",""
"Female","9122"
"Male","6911"
"Newar",""
"Female","949"
"Male","728"
"Not Reported",""
"Female","129"
"Male","92"
"Others",""
"Female","15"
"Male","15"
"Rai",""
"Female","27"
"Male","37"
"Sign Language",""
"Female","12"
"Male","6"
"Tamang",""
"Female","7"
"Male","5"
"Thakali",""
"Female","13"
"Male","8"
"Tharu",""
"Female","3"
"Male","11"
"Urdu",""
"Female","248"
"Male","195"
