"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","54"
"Male","107"
"Ghale",""
"Female","29"
"Male","28"
"Gurung",""
"Female","2063"
"Male","1540"
"Hindi",""
"Female","23"
"Male","48"
"Kumal",""
"Female","410"
"Male","397"
"Magar",""
"Female","581"
"Male","425"
"Maithili",""
"Female","28"
"Male","54"
"Nepali",""
"Female","26167"
"Male","21731"
"Newar",""
"Female","497"
"Male","408"
"Not Reported",""
"Female","11"
"Male","10"
"Others",""
"Female","14"
"Male","23"
"Sign Language",""
"Female","7"
"Male","9"
"Tamang",""
"Female","2101"
"Male","1712"
"Urdu",""
"Female","20"
"Male","18"
