"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","579"
"Cow Dung","1"
"Electricity","6"
"Kerosene","195"
"LP Gas","3387"
"Not stated","36"
"Others","29"
"Wood/Firewood","9751"
"Total","13984"
