"Population by Five Years Age Group","Number"
"0-4",""
"Female","2480"
"Male","2648"
"10-14",""
"Female","4147"
"Male","4277"
"15-19",""
"Female","3804"
"Male","3013"
"20-24",""
"Female","3107"
"Male","1567"
"25-29",""
"Female","2667"
"Male","1485"
"30-34",""
"Female","2081"
"Male","1302"
"35-39",""
"Female","1811"
"Male","1232"
"40-44",""
"Female","1740"
"Male","1287"
"45-49",""
"Female","1425"
"Male","1242"
"50-54",""
"Female","1281"
"Male","1243"
"55-59",""
"Female","1004"
"Male","960"
"5-9",""
"Female","3379"
"Male","3562"
"60-64",""
"Female","982"
"Male","817"
"65-69",""
"Female","736"
"Male","786"
"70-74",""
"Female","562"
"Male","608"
"75+",""
"Female","819"
"Male","822"
