"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","0"
"Electricity","92"
"Kerosene","9"
"LP Gas","26"
"Not stated","10"
"Others","0"
"Wood/Firewood","4204"
"Total","4345"
