"Population by Five Years Age Group","Number"
"0-4",""
"Female","754"
"Male","829"
"10-14",""
"Female","1392"
"Male","1355"
"15-19",""
"Female","1226"
"Male","1072"
"20-24",""
"Female","804"
"Male","537"
"25-29",""
"Female","673"
"Male","404"
"30-34",""
"Female","595"
"Male","401"
"35-39",""
"Female","583"
"Male","421"
"40-44",""
"Female","536"
"Male","448"
"45-49",""
"Female","499"
"Male","428"
"50-54",""
"Female","425"
"Male","422"
"55-59",""
"Female","375"
"Male","355"
"5-9",""
"Female","1138"
"Male","1083"
"60-64",""
"Female","351"
"Male","309"
"65-69",""
"Female","248"
"Male","271"
"70-74",""
"Female","197"
"Male","175"
"75+",""
"Female","277"
"Male","266"
