"Population by Single Year of Age","Number"
"0",""
"Female","121"
"Male","137"
"1",""
"Female","123"
"Male","102"
"10",""
"Female","203"
"Male","184"
"11",""
"Female","152"
"Male","190"
"12",""
"Female","186"
"Male","187"
"13",""
"Female","177"
"Male","186"
"14",""
"Female","173"
"Male","145"
"15",""
"Female","183"
"Male","163"
"16",""
"Female","177"
"Male","203"
"17",""
"Female","179"
"Male","173"
"18",""
"Female","178"
"Male","205"
"19",""
"Female","126"
"Male","102"
"2",""
"Female","140"
"Male","145"
"20",""
"Female","150"
"Male","123"
"21",""
"Female","115"
"Male","87"
"22",""
"Female","140"
"Male","106"
"23",""
"Female","100"
"Male","79"
"24",""
"Female","101"
"Male","55"
"25",""
"Female","146"
"Male","82"
"26",""
"Female","80"
"Male","64"
"27",""
"Female","74"
"Male","70"
"28",""
"Female","123"
"Male","89"
"29",""
"Female","61"
"Male","61"
"3",""
"Female","119"
"Male","156"
"30",""
"Female","103"
"Male","97"
"31",""
"Female","45"
"Male","35"
"32",""
"Female","91"
"Male","64"
"33",""
"Female","59"
"Male","69"
"34",""
"Female","59"
"Male","43"
"35",""
"Female","126"
"Male","84"
"36",""
"Female","75"
"Male","60"
"37",""
"Female","56"
"Male","48"
"38",""
"Female","70"
"Male","80"
"39",""
"Female","61"
"Male","52"
"4",""
"Female","144"
"Male","126"
"40",""
"Female","135"
"Male","117"
"41",""
"Female","43"
"Male","35"
"42",""
"Female","81"
"Male","64"
"43",""
"Female","64"
"Male","62"
"44",""
"Female","60"
"Male","58"
"45",""
"Female","92"
"Male","96"
"46",""
"Female","76"
"Male","56"
"47",""
"Female","41"
"Male","43"
"48",""
"Female","74"
"Male","74"
"49",""
"Female","43"
"Male","42"
"5",""
"Female","168"
"Male","170"
"50",""
"Female","112"
"Male","123"
"51",""
"Female","51"
"Male","47"
"52",""
"Female","70"
"Male","67"
"53",""
"Female","50"
"Male","59"
"54",""
"Female","41"
"Male","37"
"55",""
"Female","79"
"Male","66"
"56",""
"Female","42"
"Male","56"
"57",""
"Female","58"
"Male","42"
"58",""
"Female","41"
"Male","49"
"59",""
"Female","40"
"Male","42"
"6",""
"Female","161"
"Male","146"
"60",""
"Female","52"
"Male","72"
"61",""
"Female","23"
"Male","31"
"62",""
"Female","45"
"Male","50"
"63",""
"Female","52"
"Male","42"
"64",""
"Female","25"
"Male","25"
"65",""
"Female","44"
"Male","61"
"66",""
"Female","17"
"Male","24"
"67",""
"Female","28"
"Male","38"
"68",""
"Female","36"
"Male","64"
"69",""
"Female","15"
"Male","19"
"7",""
"Female","185"
"Male","167"
"70",""
"Female","49"
"Male","33"
"71",""
"Female","14"
"Male","11"
"72",""
"Female","16"
"Male","19"
"73",""
"Female","13"
"Male","12"
"74",""
"Female","5"
"Male","18"
"75",""
"Female","21"
"Male","20"
"76",""
"Female","8"
"Male","7"
"77",""
"Female","6"
"Male","4"
"78",""
"Female","16"
"Male","24"
"79",""
"Female","1"
"Male","3"
"8",""
"Female","179"
"Male","194"
"80",""
"Female","10"
"Male","9"
"81",""
"Female","2"
"Male","8"
"82",""
"Female","4"
"Male","7"
"83",""
"Female","2"
"Male","3"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","14"
"Male","17"
"9",""
"Female","164"
"Male","148"
