"Population by Mother tongue","Number"
"Avadhi",""
"Female","12732"
"Male","13291"
"","26023"
"Bhojpuri",""
"Female","5"
"Male","9"
"","14"
"Hindi",""
"Female","45"
"Male","31"
"","76"
"Magar",""
"Female","549"
"Male","534"
"","1083"
"Maithili",""
"Female","203"
"Male","224"
"","427"
"Nepali",""
"Female","123"
"Male","132"
"","255"
"Newar",""
"Female","56"
"Male","56"
"","112"
"Not Reported",""
"Female","16"
"Male","11"
"","27"
"Others",""
"Female","12"
"Male","5"
"","17"
"Sherpa",""
"Female","14"
"Male","15"
"","29"
"Urdu",""
"Female","5503"
"Male","5386"
"","10889"
